"REC_NO","OBJECT","REGION","DATE","UT","ERR_UT","JD","LONG_1","LONG_2","LONG_3","LONG_SYST","ERR_LONG","SYSTEM","PHASE","LAT","ERR_LAT","INFO","MEAS","CHANNEL","INSTR","MAGN","ORIE","OBSERVER"
7214,"DC2_PROJ","L1","2023/10/12","01:03.3",,2460229.54396,277.8,231.1,262.8,277.8,,1,+4.9,+7.3,,"","ada","colo","",,"","&Casqu_1"
7215,"DC3_PROJ","L1","2023/10/12","01:03.3",,2460229.54396,283.8,237.1,268.8,283.8,,1,+4.9,+7.6,,"","ada","colo","",,"","&Casqu_1"
7216,"DC3_PROJ","L1","2023/10/12","01:03.3",,2460229.54396,257.8,211.1,242.8,257.8,,1,+4.9,+7.8,,"","ada","colo","",,"","&Casqu_1"
7217,"DC2_PROJ","L1","2023/10/12","01:03.3",,2460229.54396,274.8,228.1,259.8,274.8,,1,+4.9,+6.6,,"","ada","colo","",,"","&Casqu_1"
7218,"DC3_PROJ","L2","2023/10/12","01:03.3",,2460229.54396,260.9,214.2,246.0,260.9,,1,+4.9,+8.2,,"","ada","colo","",,"","&Casqu_1"
7219,"DC2_PROJ","L1","2023/10/12","01:59.5",,2460229.58299,300.8,253.8,285.5,300.8,,1,+4.8,+7.7,,"","ada","colo","",,"","&Casqu_1"
7220,"DC2_PROJ","L1","2023/10/12","01:59.5",,2460229.58299,323.9,276.9,308.7,323.9,,1,+4.8,+7.9,,"","ada","colo","",,"","&Casqu_1"
7221,"DC3_PROJ","L2","2023/10/12","15:00.0",,2460230.12500,59.2,8.0,39.9,59.2,,1,+4.7,+8.6,,"","ada","colo","",,"","&Miyaz_8"
7222,"DC2_PROJ","L1","2023/10/12","15:00.0",,2460230.12500,31.8,340.6,12.5,31.8,,1,+4.7,+6.5,,"","ada","colo","",,"","&Miyaz_8"
7223,"DC2_PROJ","L1","2023/10/12","15:00.0",,2460230.12500,45.5,354.4,26.3,45.5,,1,+4.7,+6.0,,"","ada","colo","",,"","&Miyaz_8"
7224,"DC2_PROJ","L1","2023/10/12","15:00.0",,2460230.12500,88.7,37.6,69.5,88.7,,1,+4.7,+6.0,,"","ada","colo","",,"","&Miyaz_8"
7225,"DC2_PROJ","L2","2023/10/12","15:00.0",,2460230.12500,51.2,0.1,32.0,51.2,,1,+4.7,+8.1,,"","ada","colo","",,"","&Miyaz_8"
7226,"DC2_PROJ","L1","2023/10/12","15:00.0",,2460230.12500,67.2,16.1,48.0,67.2,,1,+4.7,+7.0,,"","ada","colo","",,"","&Miyaz_8"
7227,"DC2_PROJ","L1","2023/10/12","15:34.5",,2460230.14896,45.3,354.0,25.9,45.3,,1,+4.7,+6.4,,"","ada","colo","",,"","&Akuts_2"
7228,"DC2_PROJ","L1","2023/10/12","16:57.1",,2460230.20632,146.0,94.2,126.2,146.0,,1,+4.7,+6.4,,"","ada","ired","",,"","&Akuts_2"
7229,"DC1_SPOT","L2","2023/10/12","17:03.8",,2460230.21097,104.8,53.0,84.9,104.8,,1,+4.7,+8.5,,"","ada","colo","",,"","&Miyaz_8"
7230,"DC2_PROJ","L1","2023/10/12","17:03.8",,2460230.21097,161.3,109.5,141.4,161.3,,1,+4.7,+8.0,,"","ada","colo","",,"","&Miyaz_8"
7231,"DC3_PROJ","L1","2023/10/12","17:03.8",,2460230.21097,145.5,93.7,125.6,145.5,,1,+4.7,+6.5,,"","ada","colo","",,"","&Miyaz_8"
7232,"DC2_BAR","L2","2023/10/12","19:24.7",,2460230.30882,173.9,121.4,153.4,173.9,,1,+4.7,+8.3,,"","ada","colo","",,"","&Miyaz_8"
7233,"DC2_PROJ","L1","2023/10/12","19:24.7",,2460230.30882,178.2,125.6,157.6,178.2,,1,+4.7,+7.6,,"","ada","colo","",,"","&Miyaz_8"
7234,"DC3_PROJ","L1","2023/10/12","19:24.7",,2460230.30882,247.1,194.5,226.5,247.1,,1,+4.7,+6.7,,"","ada","colo","",,"","&Miyaz_8"
7235,"DC2_PROJ","L1","2023/10/12","19:24.7",,2460230.30882,196.5,144.0,175.9,196.5,,1,+4.7,+7.0,,"","ada","colo","",,"","&Miyaz_8"
7236,"DC2_PROJ","L1","2023/10/12","19:59.2",,2460230.33278,239.1,186.3,218.3,239.1,,1,+4.7,+7.3,,"","ada","ired","",,"","&Dionisi"
7237,"DC3_SPOT","L1","2023/10/12","19:59.2",,2460230.33278,210.3,157.6,189.5,210.3,,1,+4.7,+6.7,,"","ada","ired","",,"","&Dionisi"
7238,"DC2_PROJ","L1","2023/10/12","19:59.2",,2460230.33278,197.5,144.8,176.7,197.5,,1,+4.7,+6.6,,"","ada","ired","",,"","&Dionisi"
7239,"DC3_PROJ","L1","2023/10/12","19:59.2",,2460230.33278,249.5,196.8,228.8,249.5,,1,+4.7,+6.3,,"","ada","ired","",,"","&Dionisi"
7240,"DC2_PROJ","L1","2023/10/12","19:59.2",,2460230.33278,280.0,227.2,259.2,280.0,,1,+4.7,+6.2,,"","ada","ired","",,"","&Dionisi"
7241,"DC2_PROJ","L1","2023/10/13","01:24.7",,2460230.55882,28.7,334.3,6.3,28.7,,1,+4.6,+7.0,,"","ada","colo","",,"","&Dellave"
7242,"DC3_PROJ","L1","2023/10/13","01:24.7",,2460230.55882,50.4,356.0,28.0,50.4,,1,+4.6,+7.6,,"","ada","colo","",,"","&Dellave"
7243,"DC2_PROJ","L1","2023/10/13","01:24.7",,2460230.55882,44.7,350.3,22.3,44.7,,1,+4.6,+6.5,,"","ada","colo","",,"","&Dellave"
7244,"DC2_PROJ","L1","2023/10/13","01:38.3",,2460230.56826,85.5,31.0,63.0,85.5,,1,+4.6,+6.6,,"","ada","colo","",,"","&Mirabel"
7245,"DC3_PROJ","L1","2023/10/13","01:38.3",,2460230.56826,50.7,356.2,28.2,50.7,,1,+4.6,+7.6,,"","ada","colo","",,"","&Mirabel"
7246,"DC2_PROJ","L1","2023/10/13","01:38.3",,2460230.56826,43.8,349.3,21.3,43.8,,1,+4.6,+7.0,,"","ada","colo","",,"","&Mirabel"
7247,"DC2_PROJ","L1","2023/10/13","01:38.3",,2460230.56826,88.7,34.2,66.2,88.7,,1,+4.6,+8.0,,"","ada","colo","",,"","&Mirabel"
7248,"DC2_PROJ","L1","2023/10/13","16:02.1",,2460231.16813,248.0,188.9,221.0,248.0,,1,+4.5,+6.6,,"","ada","colo","",,"","&Miyaz_8"
7249,"DC2_PROJ","L1","2023/10/13","18:01.4",,2460231.25097,277.5,217.8,250.0,277.5,,1,+4.5,+6.7,,"","ada","colo","",,"","&Miyaz_8"
7250,"DC3_PROJ","L2","2023/10/13","18:01.4",,2460231.25097,314.8,255.0,287.2,314.8,,1,+4.5,+8.6,,"","ada","colo","",,"","&Miyaz_8"
7251,"DC1_PROJ","L2","2023/10/13","18:01.4",,2460231.25097,321.7,262.0,294.2,321.7,,1,+4.5,+8.2,,"","ada","colo","",,"","&Miyaz_8"
7252,"DC3_PROJ","L1","2023/10/13","18:01.4",,2460231.25097,310.8,251.1,283.2,310.8,,1,+4.5,+7.8,,"","ada","colo","",,"","&Miyaz_8"
7253,"DC2_PROJ","L1","2023/10/13","18:01.4",,2460231.25097,302.7,243.0,275.2,302.7,,1,+4.5,+6.9,,"","ada","colo","",,"","&Miyaz_8"
7254,"DC1_PROJ","L1","2023/10/13","20:12.4",,2460231.34194,357.2,296.8,329.0,357.2,,1,+4.5,+7.0,,"","ada","ired","",,"","&Dionisi"
7255,"DC2_PROJ","L1","2023/10/13","20:12.4",,2460231.34194,44.3,343.8,16.1,44.3,,1,+4.5,+6.7,,"","ada","ired","",,"","&Dionisi"
7256,"DC2_PROJ","L1","2023/10/13","20:12.4",,2460231.34194,30.2,329.7,2.0,30.2,,1,+4.5,+6.6,,"","ada","ired","",,"","&Dionisi"
7257,"DC2_SPOT","L2","2023/10/13","20:12.4",,2460231.34194,81.2,20.8,53.0,81.2,,1,+4.5,+8.4,,"","ada","ired","",,"","&Dionisi"
7258,"DC2_PROJ","L2","2023/10/13","20:12.4",,2460231.34194,65.9,5.4,37.7,65.9,,1,+4.5,+8.3,,"","ada","ired","",,"","&Dionisi"
7259,"DC3_PROJ","L1","2023/10/13","20:12.4",,2460231.34194,49.3,348.9,21.1,49.3,,1,+4.5,+7.8,,"","ada","ired","",,"","&Dionisi"
7260,"DC2_SPOT","L2","2023/10/13","20:34.0",,2460231.35694,97.7,37.2,69.4,97.7,,1,+4.5,+8.5,,"","ada","ired","",,"","&Miyaz_8"
7261,"DC3_PROJ","L2","2023/10/13","20:34.0",,2460231.35694,61.5,1.0,33.2,61.5,,1,+4.5,+8.4,,"","ada","ired","",,"","&Miyaz_8"
7262,"DC2_PROJ","L1","2023/10/13","20:34.0",,2460231.35694,66.6,6.1,38.3,66.6,,1,+4.5,+7.9,,"","ada","ired","",,"","&Miyaz_8"
7263,"DC3_PROJ","L1","2023/10/13","20:34.0",,2460231.35694,49.9,349.4,21.6,49.9,,1,+4.5,+7.7,,"","ada","ired","",,"","&Miyaz_8"
7264,"DC2_PROJ","L1","2023/10/13","20:34.0",,2460231.35694,30.4,329.9,2.1,30.4,,1,+4.5,+6.5,,"","ada","ired","",,"","&Miyaz_8"
7265,"DC1_SPOT","L2","2023/10/13","20:34.0",,2460231.35694,105.2,44.6,76.9,105.2,,1,+4.5,+8.6,,"","ada","ired","",,"","&Miyaz_8"
7266,"DC2_PROJ","L1","2023/10/13","20:34.0",,2460231.35694,44.8,344.3,16.5,44.8,,1,+4.5,+6.8,,"","ada","ired","",,"","&Miyaz_8"
7267,"DC1_PROJ","L1","2023/10/13","20:34.0",,2460231.35694,83.3,22.8,55.0,83.3,,1,+4.5,+7.3,,"","ada","ired","",,"","&Miyaz_8"
7268,"DC2_SPOT","L2","2023/10/13","21:23.4",,2460231.39125,97.3,36.5,68.7,97.3,,1,+4.5,+8.4,,"","ada","colo","",,"","&Dionisi"
7269,"DC2_PROJ","L1","2023/10/13","23:26.4",,2460231.47667,158.3,96.9,129.1,158.3,,1,+4.5,+7.0,,"","ada","colo","",,"","&Mancini"
7270,"DC3_PROJ","L1","2023/10/13","23:26.4",,2460231.47667,173.3,111.9,144.1,173.3,,1,+4.5,+7.6,,"","ada","colo","",,"","&Mancini"
7271,"DC3_PROJ","L1","2023/10/13","23:26.4",,2460231.47667,178.4,116.9,149.2,178.4,,1,+4.5,+7.5,,"","ada","colo","",,"","&Mancini"
7272,"DC3_PROJ","L1","2023/10/14","02:07.5",,2460231.58854,277.5,215.2,247.5,277.5,,1,+4.4,+6.8,,"","ada","colo","",,"","&Ferri"
7273,"DC3_PROJ","L1","2023/10/14","02:07.5",,2460231.58854,302.2,239.9,272.2,302.2,,1,+4.4,+7.1,,"","ada","colo","",,"","&Ferri"
7274,"DC2_PROJ","L1","2023/10/14","16:45.3",,2460232.19812,87.7,20.8,53.2,87.7,,1,+4.3,+6.3,,"","ada","colo","",,"","&Akuts_2"
7275,"DC1_PROJ","L1","2023/10/14","16:45.3",,2460232.19812,44.3,337.4,9.8,44.3,,1,+4.3,+7.0,,"","ada","colo","",,"","&Akuts_2"
7276,"DC3_PROJ","L1","2023/10/14","16:45.3",,2460232.19812,26.7,319.7,352.2,26.7,,1,+4.3,+7.8,,"","ada","colo","",,"","&Akuts_2"
7277,"DC1_PROJ","L2","2023/10/14","16:45.3",,2460232.19812,65.4,358.4,30.9,65.4,,1,+4.3,+8.5,,"","ada","colo","",,"","&Akuts_2"
7278,"DC3_PROJ","L1","2023/10/14","17:22.7",,2460232.22410,97.9,30.8,63.2,97.9,,1,+4.3,+7.4,,"","ada","colo","",,"","&Miyaz_8"
7279,"DC2_PROJ","L1","2023/10/14","17:22.7",,2460232.22410,87.3,20.2,52.6,87.3,,1,+4.3,+6.1,,"","ada","colo","",,"","&Miyaz_8"
7280,"DC2_PROJ","L1","2023/10/14","17:22.7",,2460232.22410,44.6,337.5,9.9,44.6,,1,+4.3,+6.5,,"","ada","colo","",,"","&Miyaz_8"
7281,"DC2_SPOT","L2","2023/10/14","17:22.7",,2460232.22410,134.3,67.1,99.5,134.3,,1,+4.3,+8.8,,"","ada","colo","",,"","&Miyaz_8"
7282,"DC2_SPOT","L2","2023/10/14","17:22.7",,2460232.22410,91.9,24.7,57.2,91.9,,1,+4.3,+8.3,,"","ada","colo","",,"","&Miyaz_8"
7283,"DC3_PROJ","L2","2023/10/14","17:22.7",,2460232.22410,49.4,342.3,14.7,49.4,,1,+4.3,+8.3,,"","ada","colo","",,"","&Miyaz_8"
7284,"DC2_PROJ","L2","2023/10/14","17:22.7",,2460232.22410,65.1,357.9,30.4,65.1,,1,+4.3,+8.5,,"","ada","colo","",,"","&Miyaz_8"
7285,"DC2_PROJ","L1","2023/10/14","23:38.0",,2460232.48472,276.6,207.5,240.0,276.6,,1,+4.2,+6.4,,"","ada","colo","",,"","&DeGrego"
7286,"DC3_PROJ","L1","2023/10/14","23:38.0",,2460232.48472,309.6,240.5,273.0,309.6,,1,+4.2,+7.0,,"","ada","colo","",,"","&DeGrego"
7287,"DC1_PROJ","L1","2023/10/14","23:38.0",,2460232.48472,354.0,284.9,317.4,354.0,,1,+4.2,+7.4,,"","ada","colo","",,"","&DeGrego"
7288,"DC2_PROJ","L1","2023/10/14","23:38.0",,2460232.48472,319.7,250.6,283.1,319.7,,1,+4.2,+8.0,,"","ada","colo","",,"","&DeGrego"
7289,"DC2_PROJ","L1","2023/10/15","02:44.7",,2460232.61438,43.7,333.6,6.1,43.7,,1,+4.2,+6.2,,"","rbu","ired","",,"","&Bullen"
7290,"DC2_PROJ","L1","2023/10/15","13:50.4",,2460233.07667,159.7,86.0,118.7,159.7,,1,+4.1,+7.2,,"","ada","colo","",,"","&Akuts_2"
7291,"DC1_SPOT","L1","2023/10/15","13:50.4",,2460233.07667,85.3,11.6,44.3,85.3,,1,+4.1,+7.4,,"","ada","colo","",,"","&Akuts_2"
7292,"DC2_PROJ","L1","2023/10/15","13:50.4",,2460233.07667,142.7,69.0,101.7,142.7,,1,+4.1,+7.4,,"","ada","colo","",,"","&Akuts_2"
7293,"DC3_PROJ","L1","2023/10/15","13:50.4",,2460233.07667,134.5,60.9,93.5,134.5,,1,+4.1,+7.8,,"","ada","colo","",,"","&Akuts_2"
7294,"DC1_BAR","L2","2023/10/15","13:50.4",,2460233.07667,95.1,21.4,54.1,95.1,,1,+4.1,+8.9,,"","ada","colo","",,"","&Akuts_2"
7295,"DC2_PROJ","L1","2023/10/15","16:06.0",,2460233.17083,194.7,120.4,153.1,194.7,,1,+4.1,+7.1,,"","ada","colo","",,"","&Miyaz_8"
7296,"DC2_PROJ","L1","2023/10/15","16:06.0",,2460233.17083,160.2,85.8,118.5,160.2,,1,+4.1,+7.4,,"","ada","colo","",,"","&Miyaz_8"
7297,"DC2_SPOT","L2","2023/10/15","16:06.0",,2460233.17083,177.5,103.1,135.8,177.5,,1,+4.1,+8.6,,"","ada","colo","",,"","&Miyaz_8"
7298,"DC2_BAR","L2","2023/10/15","16:06.0",,2460233.17083,184.5,110.1,142.8,184.5,,1,+4.1,+8.3,,"","ada","colo","",,"","&Miyaz_8"
7299,"DC2_SPOT","L2","2023/10/15","16:06.0",,2460233.17083,201.2,126.8,159.5,201.2,,1,+4.1,+8.6,,"","ada","colo","",,"","&Miyaz_8"
7300,"DC3_SPOT","L2","2023/10/15","16:06.0",,2460233.17083,172.3,97.9,130.6,172.3,,1,+4.1,+8.7,,"","ada","colo","",,"","&Miyaz_8"
7301,"DC3_PROJ","L2","2023/10/15","18:08.1",,2460233.25563,308.1,233.1,265.8,308.1,,1,+4.1,+8.1,,"","ada","colo","",,"","&Miyaz_8"
7302,"DC1_PROJ","L1","2023/10/15","18:08.1",,2460233.25563,300.3,225.2,258.0,300.3,,1,+4.1,+7.5,,"","ada","colo","",,"","&Miyaz_8"
7303,"DC2_PROJ","L2","2023/10/15","18:08.1",,2460233.25563,318.5,243.5,276.2,318.5,,1,+4.1,+8.4,,"","ada","colo","",,"","&Miyaz_8"
7304,"DC2_PROJ","L2","2023/10/15","19:42.2",,2460233.32097,5.8,290.2,323.0,5.8,,1,+4.1,+8.1,,"","ada","colo","",,"","&Miyaz_8"
7305,"DC1_PROJ","L2","2023/10/15","19:42.2",,2460233.32097,352.5,276.9,309.7,352.5,,1,+4.1,+8.3,,"","ada","colo","",,"","&Miyaz_8"
7306,"DC1_SPOT","L1","2023/10/16","20:11.4",,2460234.34125,143.0,59.7,92.7,143.0,,1,+3.9,+8.0,,"","ada","colo","",,"","&Miyaz_8"
7307,"DC1_SPOT","L1","2023/10/16","20:11.4",,2460234.34125,176.8,93.5,126.5,176.8,,1,+3.9,+8.0,,"","ada","colo","",,"","&Miyaz_8"
7308,"DC2_BAR","L2","2023/10/16","20:11.4",,2460234.34125,185.5,102.2,135.2,185.5,,1,+3.9,+8.3,,"","ada","colo","",,"","&Miyaz_8"
7309,"DC2_PROJ","L1","2023/10/16","20:11.4",,2460234.34125,157.9,74.6,107.6,157.9,,1,+3.9,+7.5,,"","ada","colo","",,"","&Miyaz_8"
7310,"DC3_PROJ","L1","2023/10/16","20:11.4",,2460234.34125,148.0,64.7,97.7,148.0,,1,+3.9,+7.8,,"","ada","colo","",,"","&Miyaz_8"
7311,"DC2_SPOT","L2","2023/10/16","20:11.4",,2460234.34125,135.6,52.3,85.3,135.6,,1,+3.9,+8.4,,"","ada","colo","",,"","&Miyaz_8"
7312,"DC3_PROJ","L1","2023/10/16","20:30.4",,2460234.35444,196.8,113.4,146.4,196.8,,1,+3.9,+6.6,,"","ada","ired","",,"","&Miyaz_8"
7313,"DC1_PROJ","L1","2023/10/17","12:22.8",,2460235.01583,352.7,264.3,297.5,352.7,,1,+3.7,+8.0,,"","ada","ired","",,"","&Miyaz_8"
7314,"DC3_PROJ","L2","2023/10/17","13:33.6",,2460235.06500,66.8,337.9,11.1,66.8,,1,+3.7,+8.3,,"","ada","colo","",,"","&Miyaz_8"
7315,"DC2_PROJ","L2","2023/10/17","13:33.6",,2460235.06500,63.2,334.3,7.5,63.2,,1,+3.7,+8.6,,"","ada","colo","",,"","&Miyaz_8"
7316,"DC2_PROJ","L1","2023/10/17","13:33.6",,2460235.06500,87.0,358.2,31.4,87.0,,1,+3.7,+6.4,,"","ada","colo","",,"","&Miyaz_8"
7317,"DC2_PROJ","L1","2023/10/17","13:33.6",,2460235.06500,41.7,312.9,346.1,41.7,,1,+3.7,+6.3,,"","ada","colo","",,"","&Miyaz_8"
7318,"DC2_PROJ","L2","2023/10/17","15:24.1",,2460235.14174,168.5,79.0,112.3,168.5,,1,+3.7,+8.7,,"","ada","colo","",,"","&Miyaz_8"
7319,"DC2_SPOT","L2","2023/10/17","15:24.1",,2460235.14174,135.8,46.4,79.7,135.8,,1,+3.7,+8.6,,"","ada","colo","",,"","&Miyaz_8"
7320,"DC2_PROJ","L2","2023/10/17","15:24.1",,2460235.14174,142.5,53.1,86.3,142.5,,1,+3.7,+8.4,,"","ada","colo","",,"","&Miyaz_8"
7321,"DC1_PROJ","L2","2023/10/17","15:24.1",,2460235.14174,156.2,66.8,100.0,156.2,,1,+3.7,+8.3,,"","ada","colo","",,"","&Miyaz_8"
7322,"DC1_BAR","L2","2023/10/17","17:29.3",,2460235.22868,185.9,95.8,129.1,185.9,,1,+3.7,+8.2,,"","ada","colo","",,"","&Miyaz_8"
7323,"DC2_PROJ","L1","2023/10/17","17:29.3",,2460235.22868,197.7,107.6,140.9,197.7,,1,+3.7,+6.5,,"","ada","colo","",,"","&Miyaz_8"
7324,"DC3_PROJ","L2","2023/10/18","15:22.8",,2460236.14083,324.2,227.2,260.7,324.2,,1,+3.5,+8.7,,"","ada","colo","",,"","&Miyaz_8"
7325,"DC3_SPOT","L1","2023/10/18","15:22.8",,2460236.14083,262.8,165.8,199.3,262.8,,1,+3.5,+6.7,,"","ada","colo","",,"","&Miyaz_8"
7326,"DC1_PROJ","L1","2023/10/18","15:22.8",,2460236.14083,272.1,175.1,208.6,272.1,,1,+3.5,+6.8,,"","ada","colo","",,"","&Miyaz_8"
7327,"DC2_PROJ","L2","2023/10/18","15:22.8",,2460236.14083,315.3,218.2,251.7,315.3,,1,+3.5,+8.5,,"","ada","colo","",,"","&Miyaz_8"
7328,"DC2_SPOT","L1","2023/10/18","15:22.8",,2460236.14083,252.7,155.7,189.2,252.7,,1,+3.5,+7.3,,"","ada","colo","",,"","&Miyaz_8"
7329,"DC3_PROJ","L2","2023/10/18","16:10.3",,2460236.17382,6.1,268.8,302.3,6.1,,1,+3.5,+8.4,,"","ada","colo","",,"","&Akuts_2"
7330,"DC1_PROJ","L2","2023/10/18","16:10.3",,2460236.17382,349.4,252.1,285.6,349.4,,1,+3.5,+8.1,,"","ada","colo","",,"","&Akuts_2"
7331,"DC3_PROJ","L1","2023/10/18","16:10.3",,2460236.17382,303.2,205.9,239.4,303.2,,1,+3.5,+7.1,,"","ada","colo","",,"","&Akuts_2"
7332,"DC3_PROJ","L2","2023/10/18","16:10.3",,2460236.17382,314.5,217.2,250.7,314.5,,1,+3.5,+8.6,,"","ada","colo","",,"","&Akuts_2"
7333,"DC1_PROJ","L1","2023/10/18","17:14.5",,2460236.21840,352.4,254.7,288.3,352.4,,1,+3.5,+8.0,,"","ada","colo","",,"","&Miyaz_8"
7334,"DC1_SPOT","L1","2023/10/18","17:14.5",,2460236.21840,6.4,268.8,302.3,6.4,,1,+3.5,+7.8,,"","ada","colo","",,"","&Miyaz_8"
7335,"DC3_PROJ","L1","2023/10/18","17:14.5",,2460236.21840,2.3,264.7,298.2,2.3,,1,+3.5,+7.7,,"","ada","colo","",,"","&Miyaz_8"
7336,"DC3_PROJ","L1","2023/10/18","17:14.5",,2460236.21840,45.7,308.1,341.6,45.7,,1,+3.5,+7.6,,"","ada","colo","",,"","&Miyaz_8"
7337,"DC2_PROJ","L1","2023/10/18","17:14.5",,2460236.21840,346.9,249.2,282.7,346.9,,1,+3.5,+7.1,,"","ada","colo","",,"","&Miyaz_8"
7338,"DC3_BAR","L1","2023/10/18","17:14.5",,2460236.21840,15.6,278.0,311.5,15.6,,1,+3.5,+6.8,,"","ada","colo","",,"","&Miyaz_8"
7339,"DC2_PROJ","L2","2023/10/18","19:09.8",,2460236.29847,61.5,323.2,356.8,61.5,,1,+3.4,+8.7,,"","ada","colo","",,"","&Miyaz_8"
7340,"DC2_SPOT","L2","2023/10/18","19:09.8",,2460236.29847,87.4,349.2,22.7,87.4,,1,+3.4,+8.3,,"","ada","colo","",,"","&Miyaz_8"
7341,"DC1_PROJ","L1","2023/10/18","19:09.8",,2460236.29847,82.6,344.3,17.9,82.6,,1,+3.4,+6.9,,"","ada","colo","",,"","&Miyaz_8"
7342,"DC2_SPOT","L2","2023/10/18","19:09.8",,2460236.29847,68.2,330.0,3.5,68.2,,1,+3.4,+8.7,,"","ada","colo","",,"","&Miyaz_8"
7343,"DC2_PROJ","L1","2023/10/18","20:28.5",,2460236.35313,140.4,41.7,75.3,140.4,,1,+3.4,+6.5,,"","ada","ired","",,"","&Miyaz_8"
7344,"DC1_SPOT","L1","2023/10/19","14:11.0",,2460237.09097,6.4,262.1,295.9,6.4,,1,+3.3,+8.0,,"","ada","colo","",,"","&Akuts_2"
7345,"DC2_PROJ","L1","2023/10/19","14:11.0",,2460237.09097,82.8,338.5,12.2,82.8,,1,+3.3,+7.0,,"","ada","colo","",,"","&Akuts_2"
7346,"DC3_PROJ","L2","2023/10/19","14:11.0",,2460237.09097,67.4,323.1,356.8,67.4,,1,+3.3,+8.7,,"","ada","colo","",,"","&Akuts_2"
7347,"DC2_PROJ","L2","2023/10/19","15:28.0",,2460237.14444,67.2,322.5,356.2,67.2,,1,+3.3,+8.8,,"","ada","colo","",,"","&Miyaz_8"
7348,"DC3_SPOT","L2","2023/10/19","15:28.0",,2460237.14444,70.8,326.1,359.8,70.8,,1,+3.3,+8.5,,"","ada","colo","",,"","&Miyaz_8"
7349,"DC3_PROJ","L2","2023/10/19","15:28.0",,2460237.14444,130.0,25.3,59.0,130.0,,1,+3.3,+8.5,,"","ada","colo","",,"","&Miyaz_8"
7350,"DC2_SPOT","L2","2023/10/19","15:28.0",,2460237.14444,87.6,342.9,16.6,87.6,,1,+3.3,+8.2,,"","ada","colo","",,"","&Miyaz_8"
7351,"DC2_SPOT","L1","2023/10/19","15:28.0",,2460237.14444,124.9,20.2,54.0,124.9,,1,+3.3,+7.9,,"","ada","colo","",,"","&Miyaz_8"
7352,"DC2_PROJ","L1","2023/10/19","15:28.0",,2460237.14444,140.7,36.0,69.7,140.7,,1,+3.3,+7.4,,"","ada","colo","",,"","&Miyaz_8"
7353,"DC1_PROJ","L1","2023/10/19","15:28.0",,2460237.14444,82.2,337.5,11.2,82.2,,1,+3.3,+7.1,,"","ada","colo","",,"","&Miyaz_8"
7354,"DC1_PROJ","L1","2023/10/19","15:28.0",,2460237.14444,123.3,18.6,52.3,123.3,,1,+3.3,+6.0,,"","ada","colo","",,"","&Miyaz_8"
7355,"DC1_PROJ","L1","2023/10/19","15:38.3",,2460237.15160,140.8,36.1,69.8,140.8,,1,+3.3,+7.7,,"","ada","ired","",,"","&Akuts_2"
7356,"DC3_PROJ","L2","2023/10/19","15:38.3",,2460237.15160,130.5,25.7,59.5,130.5,,1,+3.3,+8.3,,"","ada","ired","",,"","&Akuts_2"
7357,"DC2_SPOT","L2","2023/10/19","17:46.0",,2460237.24028,166.2,60.8,94.6,166.2,,1,+3.2,+9.0,,"","ada","colo","",,"","&Miyaz_8"
7358,"DC2_SPOT","L2","2023/10/19","17:46.0",,2460237.24028,212.1,106.7,140.5,212.1,,1,+3.2,+8.5,,"","ada","colo","",,"","&Miyaz_8"
7359,"DC1_PROJ","L1","2023/10/19","17:46.0",,2460237.24028,197.0,91.6,125.4,197.0,,1,+3.2,+6.7,,"","ada","colo","",,"","&Miyaz_8"
7360,"DC2_PROJ","L1","2023/10/19","17:46.0",,2460237.24028,180.9,75.5,109.3,180.9,,1,+3.2,+6.6,,"","ada","colo","",,"","&Miyaz_8"
7361,"DC2_PROJ","L1","2023/10/19","18:01.0",,2460237.25069,180.7,75.2,109.0,180.7,,1,+3.2,+6.7,,"","ada","colo","",,"","&Lorenzi"
7362,"DC2_PROJ","L1","2023/10/19","18:01.0",,2460237.25069,196.1,90.6,124.4,196.1,,1,+3.2,+6.9,,"","ada","colo","",,"","&Lorenzi"
7363,"DC2_PROJ","L1","2023/10/19","18:01.0",,2460237.25069,140.9,35.4,69.1,140.9,,1,+3.2,+7.2,,"","ada","colo","",,"","&Lorenzi"
7364,"DC3_SPOT","L2","2023/10/19","18:01.0",,2460237.25069,211.6,106.1,139.9,211.6,,1,+3.2,+8.6,,"","ada","colo","",,"","&Lorenzi"
7365,"DC3_PROJ","L2","2023/10/19","18:45.1",,2460237.28132,247.2,141.5,175.3,247.2,,1,+3.2,+8.5,,"","ada","colo","",,"","&Miyaz_8"
7366,"DC3_PROJ","L1","2023/10/19","18:45.1",,2460237.28132,260.8,155.0,188.8,260.8,,1,+3.2,+7.2,,"","ada","colo","",,"","&Miyaz_8"
7367,"DC3_SPOT","L1","2023/10/19","18:45.1",,2460237.28132,252.5,146.8,180.6,252.5,,1,+3.2,+7.8,,"","ada","colo","",,"","&Miyaz_8"
7368,"DC2_PROJ","L1","2023/10/19","19:44.4",,2460237.32250,270.1,164.1,197.9,270.1,,1,+3.2,+7.2,,"","ada","colo","",,"","&Miyaz_8"
7369,"DC1_SPOT","L1","2023/10/20","13:01.6",,2460238.04278,122.3,10.8,44.8,122.3,,1,+3.1,+7.3,,"","ada","colo","",,"","&Akuts_2"
7370,"DC3_PROJ","L2","2023/10/20","13:01.6",,2460238.04278,204.4,92.9,126.9,204.4,,1,+3.1,+8.1,,"","ada","colo","",,"","&Akuts_2"
