"REC_NO","OBJECT","REGION","DATE","UT","ERR_UT","JD","LONG_1","LONG_2","LONG_3","LONG_SYST","ERR_LONG","SYSTEM","PHASE","LAT","ERR_LAT","INFO","MEAS","CHANNEL","INSTR","MAGN","ORIE","OBSERVER"
161,"DC1_PROJ","L1","2022/06/19","18:01.2",,2459750.25083,337.4,347.7,251.9,337.4,,1,+11.7,+6.5,,"","ada","colo","",,"","&Miyaz_5"
162,"DC3_PROJ","L1","2022/06/19","18:01.2",,2459750.25083,38.3,48.7,312.9,38.3,,1,+11.7,+6.8,,"","ada","colo","",,"","&Miyaz_5"
163,"DC2_PROJ","L1","2022/06/19","18:01.2",,2459750.25083,0.9,11.3,275.5,0.9,,1,+11.7,+7.2,,"","ada","colo","",,"","&Miyaz_5"
164,"DC2_SPOT","L1","2022/06/19","18:01.2",,2459750.25083,30.2,40.6,304.8,30.2,,1,+11.7,+7.3,,"","ada","colo","",,"","&Miyaz_5"
165,"DC2_PROJ","L1","2022/06/19","19:13.8",,2459750.30125,37.3,47.2,311.5,37.3,,1,+11.7,+7.4,,"","jac","colo","",,"","&Wesley"
166,"DC2_PROJ","L1","2022/06/19","19:13.8",,2459750.30125,30.3,40.3,304.6,30.3,,1,+11.7,+7.3,,"","jac","colo","",,"","&Wesley"
167,"DC2_PROJ","L1","2022/06/19","20:19.4",,2459750.34681,73.2,82.8,347.1,73.2,,1,+11.7,+6.6,,"","ada","colo","",,"","&Miyaz_5"
168,"DC2_SPOT","L2","2022/06/19","20:19.4",,2459750.34681,89.6,99.2,3.5,89.6,,1,+11.7,+8.1,,"","ada","colo","",,"","&Miyaz_5"
169,"DC2_PROJ","L1","2022/06/19","20:19.4",,2459750.34681,98.4,108.0,12.3,98.4,,1,+11.7,+7.9,,"","ada","colo","",,"","&Miyaz_5"
170,"DC2_PROJ","L1","2022/06/19","20:19.4",,2459750.34681,94.4,104.1,8.3,94.4,,1,+11.7,+7.9,,"","ada","colo","",,"","&Miyaz_5"
171,"DC3_SPOT","L1","2022/06/19","20:19.4",,2459750.34681,50.0,59.6,323.9,50.0,,1,+11.7,+7.9,,"","ada","colo","",,"","&Miyaz_5"
172,"DC3_SPOT","L1","2022/06/19","20:19.4",,2459750.34681,83.2,92.8,357.0,83.2,,1,+11.7,+7.7,,"","ada","colo","",,"","&Miyaz_5"
173,"DC2_PROJ","L1","2022/06/19","20:19.4",,2459750.34681,57.3,66.9,331.1,57.3,,1,+11.7,+7.7,,"","ada","colo","",,"","&Miyaz_5"
174,"DC2_PROJ","L1","2022/06/19","20:19.4",,2459750.34681,113.7,123.3,27.6,113.7,,1,+11.7,+7.5,,"","ada","colo","",,"","&Miyaz_5"
175,"DC3_PROJ","L1","2022/06/19","20:19.4",,2459750.34681,46.9,56.5,320.8,46.9,,1,+11.7,+7.4,,"","ada","colo","",,"","&Miyaz_5"
176,"DC2_SPOT","L1","2022/06/19","20:19.4",,2459750.34681,130.9,140.5,44.8,130.9,,1,+11.7,+7.0,,"","ada","colo","",,"","&Miyaz_5"
177,"DC3_PROJ","L1","2022/06/19","20:19.4",,2459750.34681,105.0,114.6,18.9,105.0,,1,+11.7,+7.0,,"","ada","colo","",,"","&Miyaz_5"
178,"DC1_PROJ","L1","2022/06/20","02:45.0",,2459750.61458,287.6,295.2,199.5,287.6,,1,+11.7,+7.2,,"","ada","colo","",,"","&Dorazio"
179,"DC2_PROJ","L1","2022/06/20","02:45.0",,2459750.61458,0.7,8.2,272.6,0.7,,1,+11.7,+7.8,,"","ada","colo","",,"","&Dorazio"
180,"DC1_SPOT","L2","2022/06/20","02:45.0",,2459750.61458,304.7,312.3,216.6,304.7,,1,+11.7,+8.7,,"","ada","colo","",,"","&Dorazio"
181,"DC2_PROJ","L2","2022/06/20","02:45.0",,2459750.61458,345.5,353.1,257.4,345.5,,1,+11.7,+8.8,,"","ada","colo","",,"","&Dorazio"
182,"DC2_PROJ","L1","2022/06/20","02:45.0",,2459750.61458,320.5,328.1,232.4,320.5,,1,+11.7,+6.9,,"","ada","colo","",,"","&Dorazio"
183,"DC1_PROJ","L1","2022/06/20","02:45.0",,2459750.61458,337.6,345.2,249.5,337.6,,1,+11.7,+6.7,,"","ada","colo","",,"","&Dorazio"
184,"DC1_SPOT","L2","2022/06/20","03:12.1",,2459750.63340,305.5,312.9,217.2,305.5,,1,+11.7,+8.3,,"","ada","colo","",,"","&Dellave"
185,"DC2_PROJ","L1","2022/06/20","03:12.1",,2459750.63340,8.8,16.2,280.6,8.8,,1,+11.7,+7.4,,"","ada","colo","",,"","&Dellave"
186,"DC2_PROJ","L1","2022/06/20","03:12.1",,2459750.63340,337.3,344.8,249.1,337.3,,1,+11.7,+6.6,,"","ada","colo","",,"","&Dellave"
187,"DC3_PROJ","L2","2022/06/20","03:12.1",,2459750.63340,345.7,353.2,257.5,345.7,,1,+11.7,+8.3,,"","ada","colo","",,"","&Dellave"
188,"DC3_PROJ","L2","2022/06/20","03:12.1",,2459750.63340,326.8,334.2,238.5,326.8,,1,+11.7,+8.4,,"","ada","colo","",,"","&Dellave"
189,"DC1_SPOT","L2","2022/06/20","03:12.1",,2459750.63340,1.2,8.6,272.9,1.2,,1,+11.7,+8.8,,"","ada","colo","",,"","&Dellave"
190,"DC3_PROJ","L2","2022/06/20","03:17.3",,2459750.63701,321.4,328.8,233.1,321.4,,1,+11.7,+8.5,,"","ada","ired","",,"","&Sedrani"
191,"DC1_SPOT","L2","2022/06/20","03:17.3",,2459750.63701,304.9,312.3,216.7,304.9,,1,+11.7,+8.4,,"","ada","ired","",,"","&Sedrani"
192,"DC1_PROJ","L1","2022/06/20","03:17.3",,2459750.63701,336.9,344.3,248.6,336.9,,1,+11.7,+6.7,,"","ada","ired","",,"","&Sedrani"
193,"DC2_PROJ","L1","2022/06/20","05:59.1",,2459750.74937,47.5,54.1,318.4,47.5,,1,+11.7,+7.7,,"","ada","ired","",,"","&Cidad_1"
194,"DC1_BAR","L1","2022/06/20","05:59.1",,2459750.74937,68.8,75.4,339.7,68.8,,1,+11.7,+6.8,,"","ada","ired","",,"","&Cidad_1"
195,"DC2_SPOT","L1","2022/06/20","05:59.1",,2459750.74937,82.1,88.6,353.0,82.1,,1,+11.7,+7.3,,"","ada","ired","",,"","&Cidad_1"
196,"DC3_PROJ","L1","2022/06/20","19:19.2",,2459751.30500,174.6,176.9,81.5,174.6,,1,+11.7,+7.5,,"","ada","colo","",,"","&Miyaz_5"
197,"DC3_PROJ","L1","2022/06/20","19:19.2",,2459751.30500,167.9,170.2,74.7,167.9,,1,+11.7,+7.7,,"","ada","colo","",,"","&Miyaz_5"
198,"DC2_PROJ","L1","2022/06/20","19:19.2",,2459751.30500,194.5,196.8,101.3,194.5,,1,+11.7,+7.9,,"","ada","colo","",,"","&Miyaz_5"
199,"DC3_PROJ","L1","2022/06/20","19:19.2",,2459751.30500,182.3,184.6,89.1,182.3,,1,+11.7,+8.0,,"","ada","colo","",,"","&Miyaz_5"
200,"DC2_PROJ","L2","2022/06/20","19:19.2",,2459751.30500,188.2,190.5,95.0,188.2,,1,+11.7,+8.1,,"","ada","colo","",,"","&Miyaz_5"
201,"DC2_PROJ","L2","2022/06/20","19:19.2",,2459751.30500,202.9,205.2,109.7,202.9,,1,+11.7,+8.1,,"","ada","colo","",,"","&Miyaz_5"
202,"DC1_PROJ","L1","2022/06/20","20:27.1",,2459751.35215,289.2,291.2,195.7,289.2,,1,+11.7,+6.9,,"","ada","colo","",,"","&Miyaz_5"
203,"DC1_PROJ","L1","2022/06/20","20:27.1",,2459751.35215,234.4,236.3,140.9,234.4,,1,+11.7,+7.2,,"","ada","colo","",,"","&Miyaz_5"
204,"DC3_PROJ","L2","2022/06/20","20:27.1",,2459751.35215,296.8,298.8,203.3,296.8,,1,+11.7,+8.7,,"","ada","colo","",,"","&Miyaz_5"
205,"DC3_PROJ","L2","2022/06/21","06:03.1",,2459751.75215,215.8,214.7,119.3,215.8,,1,+11.7,+8.4,,"","ada","ired","",,"","&Cidad_1"
206,"DC3_PROJ","L2","2022/06/21","06:03.1",,2459751.75215,254.7,253.6,158.3,254.7,,1,+11.7,+8.2,,"","ada","ired","",,"","&Cidad_1"
207,"DC2_PROJ","L1","2022/06/21","06:03.1",,2459751.75215,208.5,207.4,112.0,208.5,,1,+11.7,+7.8,,"","ada","ired","",,"","&Cidad_1"
208,"DC1_PROJ","L1","2022/06/21","06:03.1",,2459751.75215,289.3,288.2,192.8,289.3,,1,+11.7,+6.3,,"","ada","ired","",,"","&Cidad_1"
209,"DC1_PROJ","L1","2022/06/21","06:03.1",,2459751.75215,233.4,232.3,137.0,233.4,,1,+11.7,+6.5,,"","ada","ired","",,"","&Cidad_1"
210,"DC3_PROJ","L1","2022/06/21","06:03.1",,2459751.75215,250.4,249.2,153.9,250.4,,1,+11.7,+7.6,,"","ada","ired","",,"","&Cidad_1"
211,"DC2_SPOT","L1","2022/06/21","06:03.1",,2459751.75215,202.4,201.3,105.9,202.4,,1,+11.7,+7.8,,"","ada","ired","",,"","&Cidad_1"
212,"DC1_PROJ","L2","2022/06/21","18:20.9",,2459752.26451,306.3,301.3,206.1,306.3,,1,+11.7,+8.1,,"","jac","ired","",,"","&Wesley"
213,"DC1_SPOT","L2","2022/06/21","18:20.9",,2459752.26451,328.4,323.4,228.2,328.4,,1,+11.7,+8.2,,"","jac","ired","",,"","&Wesley"
214,"DC2_PROJ","L1","2022/06/21","19:04.6",,2459752.29486,313.7,308.5,213.2,313.7,,1,+11.7,+7.6,,"","ada","colo","",,"","&Miyaz_5"
215,"DC3_PROJ","L1","2022/06/21","19:18.0",,2459752.30417,27.9,22.5,287.3,27.9,,1,+11.7,+7.4,,"","ada","colo","",,"","&Miyaz_5"
216,"DC3_PROJ","L1","2022/06/21","19:18.0",,2459752.30417,13.5,8.2,273.0,13.5,,1,+11.7,+7.0,,"","ada","colo","",,"","&Miyaz_5"
217,"DC2_PROJ","L1","2022/06/21","19:18.0",,2459752.30417,32.8,27.5,292.2,32.8,,1,+11.7,+7.2,,"","ada","colo","",,"","&Miyaz_5"
218,"DC2_PROJ","L1","2022/06/21","19:18.0",,2459752.30417,337.2,331.9,236.7,337.2,,1,+11.7,+6.3,,"","ada","colo","",,"","&Miyaz_5"
219,"DC2_BAR","L1","2022/06/21","19:18.0",,2459752.30417,333.3,328.0,232.8,333.3,,1,+11.7,+7.1,,"","ada","colo","",,"","&Miyaz_5"
220,"DC1_PROJ","L1","2022/06/21","19:25.9",,2459752.30965,333.6,328.3,233.1,333.6,,1,+11.7,+6.9,,"","jac","colo","",,"","&Wesley"
221,"DC2_PROJ","L1","2022/06/21","19:25.9",,2459752.30965,28.8,23.5,288.3,28.8,,1,+11.7,+7.2,,"","jac","colo","",,"","&Wesley"
222,"DC2_PROJ","L1","2022/06/21","19:55.0",,2459752.32986,45.4,39.9,304.7,45.4,,1,+11.7,+7.1,,"","rbu","colo","",,"","&MacNeil"
223,"DC2_PROJ","L1","2022/06/21","19:55.0",,2459752.32986,78.6,73.1,337.9,78.6,,1,+11.7,+7.6,,"","rbu","colo","",,"","&MacNeil"
224,"DC2_PROJ","L1","2022/06/21","19:55.0",,2459752.32986,62.1,56.6,321.4,62.1,,1,+11.7,+7.3,,"","rbu","colo","",,"","&MacNeil"
225,"DC1_PROJ","L1","2022/06/21","20:08.0",,2459752.33889,12.3,6.7,271.5,12.3,,1,+11.7,+7.4,,"","jac","colo","",,"","&Barry"
226,"DC1_PROJ","L1","2022/06/21","20:08.0",,2459752.33889,62.1,56.6,321.3,62.1,,1,+11.7,+7.0,,"","jac","colo","",,"","&Barry"
227,"DC1_PROJ","L1","2022/06/21","20:08.0",,2459752.33889,45.8,40.2,305.0,45.8,,1,+11.7,+6.7,,"","jac","colo","",,"","&Barry"
228,"DC1_PROJ","L1","2022/06/21","20:08.0",,2459752.33889,4.4,358.8,263.6,4.4,,1,+11.7,+7.4,,"","jac","colo","",,"","&Barry"
229,"DC2_PROJ","L1","2022/06/21","20:08.0",,2459752.33889,29.3,23.7,288.5,29.3,,1,+11.7,+7.7,,"","jac","colo","",,"","&Barry"
230,"DC1_PROJ","L1","2022/06/21","20:18.2",,2459752.34597,45.2,39.5,304.3,45.2,,1,+11.7,+7.4,,"","ada","colo","",,"","&Miyaz_5"
231,"DC1_PROJ","L1","2022/06/21","20:18.2",,2459752.34597,79.2,73.6,338.4,79.2,,1,+11.7,+7.5,,"","ada","colo","",,"","&Miyaz_5"
232,"DC1_PROJ","L1","2022/06/21","20:18.2",,2459752.34597,62.2,56.6,321.4,62.2,,1,+11.7,+7.8,,"","ada","colo","",,"","&Miyaz_5"
233,"DC1_PROJ","L1","2022/06/21","20:19.6",,2459752.34694,62.7,57.0,321.8,62.7,,1,+11.7,+7.0,,"","jac","ired","",,"","&Casely"
234,"DC2_PROJ","L1","2022/06/21","21:50.8",,2459752.41028,61.5,55.3,320.1,61.5,,1,+11.7,+7.4,,"","ada","colo","",,"","&Olive_2"
235,"DC1_PROJ","L1","2022/06/21","21:50.8",,2459752.41028,79.0,72.9,337.7,79.0,,1,+11.7,+7.5,,"","ada","colo","",,"","&Olive_2"
236,"DC3_SPOT","L1","2022/06/21","21:50.8",,2459752.41028,93.8,87.7,352.5,93.8,,1,+11.7,+7.8,,"","ada","colo","",,"","&Olive_2"
237,"DC3_PROJ","L1","2022/06/21","21:50.8",,2459752.41028,104.4,98.3,3.1,104.4,,1,+11.7,+7.9,,"","ada","colo","",,"","&Olive_2"
238,"DC2_PROJ","L1","2022/06/21","21:50.8",,2459752.41028,136.5,130.4,35.2,136.5,,1,+11.7,+7.9,,"","ada","colo","",,"","&Olive_2"
239,"DC3_PROJ","L2","2022/06/21","21:50.8",,2459752.41028,69.5,63.4,328.2,69.5,,1,+11.7,+8.1,,"","ada","colo","",,"","&Olive_2"
240,"DC1_PROJ","L2","2022/06/21","21:50.8",,2459752.41028,126.7,120.6,25.4,126.7,,1,+11.7,+8.3,,"","ada","colo","",,"","&Olive_2"
241,"DC2_PROJ","L2","2022/06/21","21:50.8",,2459752.41028,108.1,102.0,6.8,108.1,,1,+11.7,+8.2,,"","ada","colo","",,"","&Olive_2"
242,"DC2_PROJ","L1","2022/06/21","22:51.6",,2459752.45250,160.1,153.7,58.5,160.1,,1,+11.7,+7.5,,"","ada","colo","",,"","&Olive_2"
243,"DC3_PROJ","L1","2022/06/21","22:51.6",,2459752.45250,166.5,160.0,64.9,166.5,,1,+11.7,+7.9,,"","ada","colo","",,"","&Olive_2"
244,"DC3_PROJ","L1","2022/06/21","22:51.6",,2459752.45250,180.0,173.6,78.4,180.0,,1,+11.7,+7.9,,"","ada","colo","",,"","&Olive_2"
245,"DC3_PROJ","L2","2022/06/21","22:51.6",,2459752.45250,173.9,167.5,72.3,173.9,,1,+11.7,+8.1,,"","ada","colo","",,"","&Olive_2"
246,"DC3_PROJ","L2","2022/06/21","22:51.6",,2459752.45250,185.6,179.2,84.0,185.6,,1,+11.7,+8.4,,"","ada","colo","",,"","&Olive_2"
247,"DC1_PROJ","L1","2022/06/22","03:23.4",,2459752.64125,288.2,280.3,185.2,288.2,,1,+11.7,+6.7,,"","ada","colo","",,"","&Peach_3"
248,"DC1_BAR","L1","2022/06/22","03:23.4",,2459752.64125,333.3,325.4,230.3,333.3,,1,+11.7,+6.7,,"","ada","colo","",,"","&Peach_3"
249,"DC3_PROJ","L1","2022/06/22","03:23.4",,2459752.64125,309.1,301.2,206.1,309.1,,1,+11.7,+6.8,,"","ada","colo","",,"","&Peach_3"
250,"DC2_PROJ","L1","2022/06/22","03:23.4",,2459752.64125,273.7,265.8,170.7,273.7,,1,+11.7,+7.2,,"","ada","colo","",,"","&Peach_3"
251,"DC1_SPOT","L2","2022/06/22","03:23.4",,2459752.64125,306.1,298.2,203.1,306.1,,1,+11.7,+8.7,,"","ada","colo","",,"","&Peach_3"
252,"DC2_PROJ","L2","2022/06/22","03:23.4",,2459752.64125,343.6,335.7,240.6,343.6,,1,+11.7,+9.0,,"","ada","colo","",,"","&Peach_3"
253,"DC1_PROJ","L2","2022/06/22","19:01.9",,2459753.29299,135.7,122.8,27.9,135.7,,1,+11.8,+8.3,,"","ada","colo","",,"","&Miyaz_5"
254,"DC3_PROJ","L2","2022/06/22","19:01.9",,2459753.29299,161.8,148.9,54.0,161.8,,1,+11.8,+8.1,,"","ada","colo","",,"","&Miyaz_5"
255,"DC1_PROJ","L2","2022/06/22","19:01.9",,2459753.29299,126.2,113.4,18.4,126.2,,1,+11.8,+8.1,,"","ada","colo","",,"","&Miyaz_5"
256,"DC2_PROJ","L1","2022/06/22","19:01.9",,2459753.29299,184.9,172.1,77.1,184.9,,1,+11.8,+7.8,,"","ada","colo","",,"","&Miyaz_5"
257,"DC3_PROJ","L1","2022/06/22","19:01.9",,2459753.29299,165.7,152.9,57.9,165.7,,1,+11.8,+7.8,,"","ada","colo","",,"","&Miyaz_5"
258,"DC2_BAR","L1","2022/06/22","19:01.9",,2459753.29299,145.3,132.5,37.5,145.3,,1,+11.8,+7.8,,"","ada","colo","",,"","&Miyaz_5"
259,"DC3_PROJ","L1","2022/06/22","19:01.9",,2459753.29299,177.7,164.8,69.8,177.7,,1,+11.8,+7.7,,"","ada","colo","",,"","&Miyaz_5"
260,"DC3_PROJ","L1","2022/06/22","19:01.9",,2459753.29299,173.4,160.5,65.6,173.4,,1,+11.8,+7.7,,"","ada","colo","",,"","&Miyaz_5"
261,"DC1_PROJ","L1","2022/06/22","19:01.9",,2459753.29299,153.0,140.2,45.2,153.0,,1,+11.8,+6.7,,"","ada","colo","",,"","&Miyaz_5"
262,"DC3_PROJ","L2","2022/06/22","20:21.6",,2459753.34833,219.5,206.2,111.3,219.5,,1,+11.8,+8.4,,"","ada","colo","",,"","&Miyaz_5"
263,"DC3_PROJ","L2","2022/06/22","20:21.6",,2459753.34833,248.0,234.7,139.7,248.0,,1,+11.8,+8.3,,"","ada","colo","",,"","&Miyaz_5"
264,"DC2_PROJ","L2","2022/06/22","20:21.6",,2459753.34833,205.2,191.9,97.0,205.2,,1,+11.8,+8.3,,"","ada","colo","",,"","&Miyaz_5"
265,"DC3_BAR","L2","2022/06/22","20:21.6",,2459753.34833,240.7,227.4,132.5,240.7,,1,+11.8,+8.2,,"","ada","colo","",,"","&Miyaz_5"
266,"DC1_PROJ","L2","2022/06/22","20:21.6",,2459753.34833,190.6,177.3,82.4,190.6,,1,+11.8,+8.1,,"","ada","colo","",,"","&Miyaz_5"
267,"DC2_PROJ","L1","2022/06/22","20:21.6",,2459753.34833,199.3,186.0,91.0,199.3,,1,+11.8,+8.0,,"","ada","colo","",,"","&Miyaz_5"
268,"DC1_PROJ","L1","2022/06/22","20:21.6",,2459753.34833,233.7,220.4,125.4,233.7,,1,+11.8,+7.0,,"","ada","colo","",,"","&Miyaz_5"
269,"DC1_PROJ","L1","2022/06/23","19:34.5",,2459754.31562,24.6,3.9,269.2,24.6,,1,+11.8,+8.0,,"","jac","colo","",,"","&Wesley"
270,"DC3_PROJ","L2","2022/06/24","04:03.5",,2459754.66910,254.4,231.1,136.5,254.4,,1,+11.8,+8.6,,"","ada","ired","",,"","&Casqu_1"
271,"DC3_SPOT","L2","2022/06/24","04:03.5",,2459754.66910,250.5,227.1,132.6,250.5,,1,+11.8,+8.6,,"","ada","ired","",,"","&Casqu_1"
272,"DC3_PROJ","L1","2022/06/24","04:03.5",,2459754.66910,304.2,280.8,186.2,304.2,,1,+11.8,+7.5,,"","ada","ired","",,"","&Casqu_1"
273,"DC1_PROJ","L1","2022/06/24","04:03.5",,2459754.66910,310.5,287.1,192.5,310.5,,1,+11.8,+7.3,,"","ada","ired","",,"","&Casqu_1"
274,"DC1_PROJ","L1","2022/06/24","04:03.5",,2459754.66910,289.3,265.9,171.3,289.3,,1,+11.8,+7.1,,"","ada","ired","",,"","&Casqu_1"
275,"DC3_SPOT","L2","2022/06/24","04:51.7",,2459754.70257,327.6,304.0,209.5,327.6,,1,+11.8,+8.6,,"","ada","colo","",,"","&Casqu_1"
276,"DC3_SPOT","L2","2022/06/24","04:51.7",,2459754.70257,329.8,306.1,211.6,329.8,,1,+11.8,+8.9,,"","ada","colo","",,"","&Casqu_1"
277,"DC2_SPOT","L2","2022/06/24","04:51.7",,2459754.70257,345.8,322.2,227.7,345.8,,1,+11.8,+8.4,,"","ada","colo","",,"","&Casqu_1"
278,"DC3_SPOT","L2","2022/06/24","04:55.2",,2459754.70500,324.7,301.1,206.5,324.7,,1,+11.8,+8.5,,"","ada","ired","",,"","&Cidad_1"
279,"DC3_SPOT","L2","2022/06/24","04:55.2",,2459754.70500,345.8,322.2,227.6,345.8,,1,+11.8,+8.7,,"","ada","ired","",,"","&Cidad_1"
280,"DC1_PROJ","L1","2022/06/24","04:55.2",,2459754.70500,311.4,287.8,193.2,311.4,,1,+11.8,+6.7,,"","ada","ired","",,"","&Cidad_1"
281,"DC1_PROJ","L1","2022/06/24","04:55.2",,2459754.70500,289.0,265.4,170.8,289.0,,1,+11.8,+7.0,,"","ada","ired","",,"","&Cidad_1"
282,"DC2_PROJ","L1","2022/06/24","05:55.0",,2459754.74653,9.9,346.0,251.4,9.9,,1,+11.8,+6.4,,"","ada","colo","",,"","&Cidad_1"
283,"DC3_SPOT","L1","2022/06/24","05:55.0",,2459754.74653,24.0,0.1,265.5,24.0,,1,+11.8,+7.6,,"","ada","colo","",,"","&Cidad_1"
284,"DC2_PROJ","L1","2022/06/24","18:05.0",,2459755.25347,53.9,26.0,291.6,53.9,,1,+11.8,+7.8,,"","ada","colo","",,"","&Miyaz_5"
285,"DC2_PROJ","L1","2022/06/24","18:05.0",,2459755.25347,63.1,35.2,300.8,63.1,,1,+11.8,+7.9,,"","ada","colo","",,"","&Miyaz_5"
286,"DC3_PROJ","L2","2022/06/24","18:05.0",,2459755.25347,65.0,37.2,302.8,65.0,,1,+11.8,+8.1,,"","ada","colo","",,"","&Miyaz_5"
287,"DC3_PROJ","L2","2022/06/24","18:05.0",,2459755.25347,35.8,8.0,273.5,35.8,,1,+11.8,+8.2,,"","ada","colo","",,"","&Miyaz_5"
288,"DC3_PROJ","L2","2022/06/24","18:05.0",,2459755.25347,68.3,40.5,306.1,68.3,,1,+11.8,+8.5,,"","ada","colo","",,"","&Miyaz_5"
289,"DC1_PROJ","L1","2022/06/24","19:00.6",,2459755.29208,73.9,45.8,311.4,73.9,,1,+11.8,+7.3,,"","ada","colo","",,"","&Miyaz_5"
290,"DC1_PROJ","L1","2022/06/24","19:00.6",,2459755.29208,103.3,75.2,340.8,103.3,,1,+11.8,+7.4,,"","ada","colo","",,"","&Miyaz_5"
291,"DC1_PROJ","L1","2022/06/24","19:00.6",,2459755.29208,88.8,60.7,326.3,88.8,,1,+11.8,+7.5,,"","ada","colo","",,"","&Miyaz_5"
292,"DC3_PROJ","L1","2022/06/24","19:00.6",,2459755.29208,84.1,56.0,321.5,84.1,,1,+11.8,+8.0,,"","ada","colo","",,"","&Miyaz_5"
293,"DC1_PROJ","L1","2022/06/24","19:00.6",,2459755.29208,122.9,94.8,0.4,122.9,,1,+11.8,+8.0,,"","ada","colo","",,"","&Miyaz_5"
294,"DC1_PROJ","L1","2022/06/24","19:00.6",,2459755.29208,132.0,103.9,9.5,132.0,,1,+11.8,+8.0,,"","ada","colo","",,"","&Miyaz_5"
295,"DC3_PROJ","L1","2022/06/24","19:00.6",,2459755.29208,145.7,117.5,23.1,145.7,,1,+11.8,+8.0,,"","ada","colo","",,"","&Miyaz_5"
296,"DC1_PROJ","L1","2022/06/24","20:00.0",,2459755.33333,140.3,111.9,17.5,140.3,,1,+11.8,+7.9,,"","jac","colo","",,"","&Wesley"
297,"DC1_PROJ","L1","2022/06/24","20:00.0",,2459755.33333,131.3,102.9,8.5,131.3,,1,+11.8,+8.0,,"","jac","colo","",,"","&Wesley"
298,"DC3_PROJ","L2","2022/06/24","20:00.0",,2459755.33333,170.9,142.5,48.1,170.9,,1,+11.8,+8.1,,"","jac","colo","",,"","&Wesley"
299,"DC3_PROJ","L2","2022/06/24","20:00.0",,2459755.33333,163.7,135.2,40.8,163.7,,1,+11.8,+8.2,,"","jac","colo","",,"","&Wesley"
300,"DC1_PROJ","L2","2022/06/24","20:00.0",,2459755.33333,187.6,159.1,64.7,187.6,,1,+11.8,+8.4,,"","jac","colo","",,"","&Wesley"
301,"DC2_BAR","L1","2022/06/24","20:26.0",,2459755.35139,202.3,173.8,79.4,202.3,,1,+11.8,+7.6,,"","ada","colo","",,"","&Miyaz_5"
302,"DC1_PROJ","L1","2022/06/24","20:26.0",,2459755.35139,189.3,160.7,66.3,189.3,,1,+11.8,+7.7,,"","ada","colo","",,"","&Miyaz_5"
303,"DC2_PROJ","L2","2022/06/24","20:26.0",,2459755.35139,171.4,142.8,48.4,171.4,,1,+11.8,+8.2,,"","ada","colo","",,"","&Miyaz_5"
304,"DC2_PROJ","L2","2022/06/24","20:26.0",,2459755.35139,164.2,135.6,41.2,164.2,,1,+11.8,+8.3,,"","ada","colo","",,"","&Miyaz_5"
305,"DC2_PROJ","L2","2022/06/24","20:26.0",,2459755.35139,159.9,131.3,36.9,159.9,,1,+11.8,+8.3,,"","ada","colo","",,"","&Miyaz_5"
306,"DC2_SPOT","L1","2022/06/25","18:22.2",,2459756.26542,200.9,165.3,71.1,200.9,,1,+11.8,+7.6,,"","ada","colo","",,"","&Miyaz_5"
307,"DC2_PROJ","L1","2022/06/25","18:22.2",,2459756.26542,262.8,227.3,133.1,262.8,,1,+11.8,+7.9,,"","ada","colo","",,"","&Miyaz_5"
308,"DC1_PROJ","L2","2022/06/25","20:02.0",,2459756.33472,299.5,263.4,169.2,299.5,,1,+11.8,+8.5,,"","jac","ired","",,"","&Wesley"
309,"DC1_SPOT","L2","2022/06/25","20:25.4",,2459756.35097,322.1,285.9,191.8,322.1,,1,+11.8,+8.6,,"","ada","colo","",,"","&Miyaz_5"
310,"DC1_PROJ","L1","2022/06/25","20:25.4",,2459756.35097,287.6,251.4,157.3,287.6,,1,+11.8,+6.4,,"","ada","colo","",,"","&Miyaz_5"
311,"DC1_PROJ","L1","2022/06/25","20:25.4",,2459756.35097,310.8,274.6,180.5,310.8,,1,+11.8,+6.9,,"","ada","colo","",,"","&Miyaz_5"
312,"DC1_BAR","L1","2022/06/25","20:25.4",,2459756.35097,333.1,296.9,202.8,333.1,,1,+11.8,+6.9,,"","ada","colo","",,"","&Miyaz_5"
313,"DC2_PROJ","L2","2022/06/25","20:25.4",,2459756.35097,299.7,263.5,169.3,299.7,,1,+11.8,+8.2,,"","ada","colo","",,"","&Miyaz_5"
314,"DC3_PROJ","L2","2022/06/25","20:25.4",,2459756.35097,296.7,260.5,166.4,296.7,,1,+11.8,+8.5,,"","ada","colo","",,"","&Miyaz_5"
315,"DC3_PROJ","L2","2022/06/25","20:25.4",,2459756.35097,316.5,280.3,186.2,316.5,,1,+11.8,+8.6,,"","ada","colo","",,"","&Miyaz_5"
316,"DC1_PROJ","L1","2022/06/25","21:02.0",,2459756.37639,332.6,296.2,202.1,332.6,,1,+11.8,+7.4,,"","jac","colo","",,"","&Go_2"
317,"DC1_SPOT","L2","2022/06/25","21:02.0",,2459756.37639,321.7,285.3,191.2,321.7,,1,+11.8,+9.0,,"","jac","colo","",,"","&Go_2"
318,"DC1_PROJ","L1","2022/06/25","21:02.0",,2459756.37639,8.6,332.2,238.0,8.6,,1,+11.8,+8.0,,"","jac","colo","",,"","&Go_2"
319,"DC3_BAR","L1","2022/06/26","04:10.9",,2459756.67424,255.5,216.8,122.8,255.5,,1,+11.8,+6.5,,"","ada","ired","",,"","&Casqu_1"
